core	5(N50)	X	(null)
core	|ANŠE×SAL|	X	(null)
core	|DIM×(U.U.U)|	U+1248B	CUNEIFORM SIGN DIM TIMES ESH
core	|SAL.TUG₂.KU₃.GI|	X	(null)
core	|UD×DIŠ|	X	(null)
core	|URU×IGI|	U+12342	CUNEIFORM SIGN URU TIMES IGI
core	|ZI₃.LU₃|	X	(null)
core	|IGI.EŠ₂.DU|	X	(null)
core	|NINDA₂×ŠE.A.AN|	X	(null)
core	|U.EN×GAN₂@t|	X	(null)
core	8(U)~v	U+1246D	CUNEIFORM NUMERIC SIGN EIGHT U VARIANT FORM
core	|URU×ŠE|	U+12349	CUNEIFORM SIGN URU TIMES SHE
core	|DUG×LAM|	U+1249F	CUNEIFORM SIGN DUG TIMES LAM
core	|GAD.TAK₄.SI.A|	X	(null)
core	|(MUŠ&MUŠ)×GA|	U+12520	CUNEIFORM SIGN MUSH OVER MUSH TIMES GA
core	|ME.NUN.TAG|	X	(null)
core	3(N19)	X	(null)
core	|NUN@t.ŠE|	X	(null)
core	|PA.DAG.KISIM₅×KAK|	X	(null)
core	PAP	U+1227D	CUNEIFORM SIGN PAP
core	|EZEN×KASKAL|	U+120AC	CUNEIFORM SIGN EZEN TIMES KASKAL
core	|IGI.ZA.MUŠ₃@g|	X	(null)
core	|RAB.TUR.TUR|	X	(null)
core	|SAG.ŠU₂|	X	(null)
core	|4×IM|	U+12152	CUNEIFORM SIGN IM SQUARED
core	BAU077	X	(null)
core	|PA.DU|	X	(null)
core	|SAL.U.DIŠ|	X	(null)
core	|SAL.UŠ|	X	(null)
core	|UD.SAR|	X	(null)
core	|KI.AŠ.AŠ|	X	(null)
core	3(N51@f)	X	(null)
core	|AN.ME.U.U.U|	X	(null)
core	BUR	U+12053	CUNEIFORM SIGN BUR
core	|IM.ŠU₂|	X	(null)
core	|E₂×ŠA₃|	X	(null)
core	UZU	U+1235C	CUNEIFORM SIGN UZU
core	|AN.IM|	X	(null)
core	BARA₂	U+12048	CUNEIFORM SIGN BARA2
core	|DUG.PAP.BUR|	X	(null)
core	|GI.KID.MAH|	X	(null)
core	LAK407	X	(null)
core	5(U@c)	X	(null)
core	|BU@90.BU.UN|	X	(null)
core	GIŠ	U+12111	CUNEIFORM SIGN GISH
core	|MA₂.KASKAL.IGI@g|	X	(null)
core	NINDA₂	U+12252	CUNEIFORM SIGN NINDA2
